Model,Image URL,Shop,City,Price
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Ctrs.com.ua,в Ужгород  Києва,17399.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Eldom.com.ua,в Ужгород  Києва,17399.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Luckylink.kiev.ua,в Ужгород  Києва,15580.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,ШО,в Ужгород  Києва,17399.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Setevuha.ua,в Ужгород  Києва,16275.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Brain.com.ua,в Ужгород  Києва,17399.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Кібернетики,в Ужгород  Києва,17399.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Aligator.com.ua,в Ужгород  Києва,14859.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Tv-mir.com.ua,в Ужгород  Києва,16034.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Tviy-Dim.com,в Ужгород  Києва,16790.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,1smarty.com.ua,в Ужгород  Києва,14900.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Rozetka.ua,в Ужгород  Києва,15399.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Bt-coffee.com.ua,в Ужгород  Києва,15312.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Comtrading.ua,в Ужгород  Києва,15293.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Кібернетики,в Ужгород  Києва,17399.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Tviy-Dim.com,в Ужгород  Києва,16380.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Rozetka.ua,в Ужгород  Києва,17124.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Rozetka.ua,в Ужгород  Києва,17399.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Rozetka.ua,в Ужгород  Києва,17399.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Rozetka.ua,в Ужгород  Києва,16407.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Rozetka.ua,в Ужгород  Києва,17399.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Rozetka.ua,в Ужгород  Києва,17399.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Rozetka.ua,в Ужгород  Києва,17650.0
Electrolux LKG 600011 X нержавіюча сталь,https://s.ek.ua/jpg/2743195.jpg,Rozetka.ua,в Ужгород  Києва,19056.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Pro100market.com.ua,в Ужгород  Києва,12142.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Electrolux Україна,в Ужгород  Києва,13345.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Цифра,в Ужгород  Києва,15109.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Vodogreyka.com.ua,в Ужгород  Києва,12325.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,575.in.ua,в Ужгород  Києва,12079.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Itbox.ua,в Ужгород  Києва,15199.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Kvshop.com.ua,в Ужгород  Києва,15299.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Enko.com.ua,в Ужгород  Кривого Рог,14729.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Xfrost.net.ua,в Ужгород  Києва,13146.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,ТЕХНОточка,в Ужгород  Києва,13239.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,1smarty.com.ua,в Ужгород  Києва,12081.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Tendo.com.ua,в Ужгород  Києва,13733.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Eldom.com.ua,в Ужгород  Києва,13530.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Denika.ua,в Ужгород  Харкова,13063.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,BT-Shop.com.ua,в Ужгород  Києва,12085.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Comtrading.ua,в Ужгород  Києва,14191.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Tehnomarket.ua,в Ужгород  Вінниці,15199.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Axm.com.ua,в Ужгород  Харкова,13799.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Setevuha.ua,в Ужгород  Києва,15063.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Brain.com.ua,в Ужгород  Києва,15199.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Tv-mir.com.ua,в Ужгород  Києва,13078.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Rozetka.ua,в Ужгород  Києва,16025.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Rozetka.ua,в Ужгород  Києва,14198.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Rozetka.ua,в Ужгород  Києва,16372.0
Electrolux LKG 504001 X нержавіюча сталь,https://s.ek.ua/jpg/2804749.jpg,Rozetka.ua,в Ужгород  Києва,17326.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,Gorenje Україна,в Ужгород  Києва,10940.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,575.in.ua,в Ужгород  Києва,9599.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,FOXTROT.UA,по Ужгород,10499.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,Denika.ua,в Ужгород  Харкова,11250.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,Tehno-mart.com.ua,в Ужгород  Києва,9779.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,BT-Shop.com.ua,в Ужгород  Києва,9589.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,Znatok.zp.ua,в Ужгород  Запоріжжя,11549.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,Zhuk.ua,в Ужгород  Києва,10739.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,Eldom.com.ua,в Ужгород  Києва,10499.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,Luckylink.kiev.ua,в Ужгород  Києва,10902.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,TEHNOS.UA,в Ужгород  Києва,10952.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,Comtrading.ua,в Ужгород  Києва,10915.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,Setevuha.ua,в Ужгород  Києва,11458.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,Avic.com.ua,в Ужгород  Харкова,11321.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,Tv-mir.com.ua,в Ужгород  Києва,10987.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,Tviy-Dim.com,в Ужгород  Києва,10305.0
Gorenje GG 5A12 WH білий,https://s.ek.ua/jpg/2286803.jpg,Rozetka.ua,в Ужгород  Києва,12286.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Pro100market.com.ua,в Ужгород  Києва,14659.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Electrolux Україна,в Ужгород  Києва,15429.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Vodogreyka.com.ua,в Ужгород  Києва,14880.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Цифра,в Ужгород  Києва,15002.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,575.in.ua,в Ужгород  Києва,14385.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Itbox.ua,в Ужгород  Києва,16080.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,FOXTROT.UA,по Ужгород,15209.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Kvshop.com.ua,в Ужгород  Києва,15299.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,ТЕХНОточка,в Ужгород  Києва,15164.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Tehno-mart.com.ua,в Ужгород  Києва,15139.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Enko.com.ua,в Ужгород  Кривого Рог,14519.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,1smarty.com.ua,в Ужгород  Києва,14586.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Eldom.com.ua,в Ужгород  Києва,16115.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Tehnomarket.ua,в Ужгород  Вінниці,15519.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Xfrost.net.ua,в Ужгород  Києва,14630.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,BT-Shop.com.ua,в Ужгород  Києва,14383.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Denika.ua,в Ужгород  Харкова,15002.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Comtrading.ua,в Ужгород  Києва,14981.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,COMFY.ua,в Ужгород  Києва,15209.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Luckylink.kiev.ua,в Ужгород  Києва,15250.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,TEHNOS.UA,в Ужгород  Києва,14567.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Setevuha.ua,в Ужгород  Києва,15819.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Brain.com.ua,в Ужгород  Києва,16080.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Tv-mir.com.ua,в Ужгород  Києва,15659.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Tviy-Dim.com,в Ужгород  Києва,16034.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Rozetka.ua,в Ужгород  Києва,17741.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Comtrading.ua,в Ужгород  Києва,14480.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Rozetka.ua,в Ужгород  Києва,17079.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Rozetka.ua,в Ужгород  Києва,17805.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Rozetka.ua,в Ужгород  Києва,19619.0
Electrolux LKK 520022 X нержавіюча сталь,https://s.ek.ua/jpg/2766839.jpg,Rozetka.ua,в Ужгород  Києва,16999.0
Gorenje GKS 5C70 XF нержавіюча сталь,https://s.ek.ua/jpg/2286300.jpg,Elstore.com.ua,в Ужгород  Володимира,19750.0
Gorenje GKS 5C70 XF нержавіюча сталь,https://s.ek.ua/jpg/2286300.jpg,Ebox24.biz,в Ужгород  Львова,17615.0
Gorenje GKS 5C70 XF нержавіюча сталь,https://s.ek.ua/jpg/2286300.jpg,PermyCo,в Ужгород  Києва,18199.0
Gorenje GKS 5C70 XF нержавіюча сталь,https://s.ek.ua/jpg/2286300.jpg,Luckylink.kiev.ua,в Ужгород  Києва,15999.0
Gorenje GKS 5C70 XF нержавіюча сталь,https://s.ek.ua/jpg/2286300.jpg,Aligator.com.ua,в Ужгород  Києва,14049.0
Gorenje GKS 5C70 XF нержавіюча сталь,https://s.ek.ua/jpg/2286300.jpg,Rozetka.ua,в Ужгород  Києва,16000.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Tovary.net.ua,в Ужгород  Києва,17699.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Openshop.ua,в Ужгород  Києва,15599.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Click.ua,в Ужгород  Києва,17199.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,АЛЛО,по Ужгород,18599.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Pro100market.com.ua,в Ужгород  Києва,15820.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Цифра,в Ужгород  Києва,16308.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Electrolux Україна,в Ужгород  Києва,16650.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Vodogreyka.com.ua,в Ужгород  Києва,16058.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,575.in.ua,в Ужгород  Києва,15777.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Itbox.ua,в Ужгород  Києва,17199.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Kvshop.com.ua,в Ужгород  Києва,16499.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,FOXTROT.UA,по Ужгород,17199.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Tehno-mart.com.ua,в Ужгород  Києва,15899.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Enko.com.ua,в Ужгород  Кривого Рог,15783.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Tendo.com.ua,в Ужгород  Києва,15749.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,ТЕХНОточка,в Ужгород  Києва,16300.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Btmax.com.ua,в Ужгород  Запоріжжя,15899.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Eldom.com.ua,в Ужгород  Києва,18599.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,BT-Shop.com.ua,в Ужгород  Києва,15799.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Denika.ua,в Ужгород  Харкова,16307.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Xfrost.net.ua,в Ужгород  Києва,16048.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Comtrading.ua,в Ужгород  Києва,16127.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,1smarty.com.ua,в Ужгород  Києва,15740.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,TEHNOS.UA,в Ужгород  Києва,15700.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,COMFY.ua,в Ужгород  Києва,17199.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Tehnomarket.ua,в Ужгород  Вінниці,18599.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Orbita.te.ua,в Ужгород  Тернополя,18333.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Axm.com.ua,в Ужгород  Харкова,16099.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Luckylink.kiev.ua,в Ужгород  Києва,16457.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Bt-coffee.com.ua,в Ужгород  Києва,17878.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Setevuha.ua,в Ужгород  Києва,17066.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Brain.com.ua,в Ужгород  Києва,17199.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Aligator.com.ua,в Ужгород  Києва,15659.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Tv-mir.com.ua,в Ужгород  Києва,16301.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Tviy-Dim.com,в Ужгород  Києва,17381.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Rozetka.ua,в Ужгород  Києва,17199.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Nota-bene.com.ua,в Ужгород  Києва,18060.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Comtrading.ua,в Ужгород  Києва,15580.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Tviy-Dim.com,в Ужгород  Києва,17303.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Rozetka.ua,в Ужгород  Києва,18690.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Rozetka.ua,в Ужгород  Києва,18013.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Rozetka.ua,в Ужгород  Києва,18599.0
Electrolux LKG 504010 X нержавіюча сталь,https://s.ek.ua/jpg/2764667.jpg,Rozetka.ua,в Ужгород  Києва,18599.0
